"","Reviews","Language","Language_score","Sentiment","Mixed","Negative","Neutral","Positive"
"258","I don't want to quarrel, but I think he has something to say. the way duke takes care of his wife, I don't think everyone has the strength. I think it can be very bad that he sees how his wife is working out mentally and is still there beside him. acquaintance I think only the side thread. me this is one of my favorites","en",0.998008191585541,"POSITIVE",0.26772,0.0138,0.07292,0.64556
"259","No offense, you know, it's just an opinion, so don't get upset about it. 
And I wrote about the film: “It's enough if you're a little emotional and you've already swept through the film...”, so you don't have to see too much into the film, especially not to praise it to the skies, it's just a love blah, blah, blah. Just because I think about the film this way doesn't mean that I'm insensitive, or I don't think that someone can be loved very much, I just don't see what this movie has to say other than love nonsense. And if you find the meaning of life or other life-changing things on the basis of films of this kind and are not 15 years old, I can only congratulate you. 
I would say that you can watch it someday, it's not a bad movie in its class, but I think you should watch more content films if you want to add more meaningful things:)
I'll tell you where to comment, and I'll decide, thanks:)","en",0.997033536434174,"MIXED",0.69593,0.09603,0.1207,0.08734
"260","And then I would advise you to try to stick to your opinions a little more persistently, you will look more authentic. Among other things...","en",0.995224833488464,"NEGATIVE",0.31844,0.41661,0.22972,0.03523
"261","It's a heartwarming and heartbreaking movie, I liked it very much... now it's just so short and late.<U+1366>)
Really not an ordinary story or hell knows how unique, but very beautiful movie really is.
A few weeks ago, I saw Dear John, and it got me pretty good, so I thought we'd take a look at this notebook. I was expecting something more tarpaulin and tacky, so I was pleasantly disappointed. Of course, the typical (I think Sparkos) panels were here as well, like the father who raised his son alone or the military. What the hell did this guy do to give his hero a soldier all the time? And where are the moms?<U+1366>)","en",0.996086835861206,"MIXED",0.48926,0.02864,0.002,0.4801
"262","All I'm saying is, for a long time, I didn't believe in that kind of love, even though I wasn't alone. I saw the example with my brothers that they love each other so much, I saw the movie with them three years ago. At the time, I said yes... it's nice, but it's just a movie. Now I'm looking again, and I know it's not just a movie... And whoever lives it wants to share it with everyone. That's my opinion.","en",0.998655378818512,"POSITIVE",0.09227,0.02722,0.07634,0.80417
"263","Okay, sorry, I was stupid. I didn't actually look at it. I just watched the indiscriminate video of him online, and I totally didn't get it because everybody loves him.
I'm going to look at it. I just don't know how. Forget it all!I DID NOT SAY ANYTHING!:)","en",0.998264193534851,"MIXED",0.45837,0.42012,0.07156,0.04996
"264","You didn't really think this “special person” thing:D Suffice it to be a little emotional, and you've already swept through the movie. That's it:)","en",0.996540188789368,"MIXED",0.71614,0.08815,0.0443,0.15141
"265","I wonder how many American actuors are so romantic in real life?","en",0.979739129543304,"POSITIVE",0.01378,0.01318,0.30648,0.66656
"266","Oh, and the main virtue of the film is the play of the two main characters, their delightful performance makes the film the way it is, that is, fantastic!!!!","en",0.993403911590576,"POSITIVE",4e-05,5e-05,0.00042,0.99949
"267","It's a good thing that these kids don't want to tell me what real love is like:))) But he would be happy to find it!!The pump goes up at my place when they write such crap about this masterpiece and how the Titanic comes here and it's totally out of insurance:))","en",0.997623920440674,"POSITIVE",0.00383,0.00056,0.00159,0.99403
"268","I agree with you and with the speaker after you. I would even put it as a cliché in the same way that mom admits halfway through the movie about that she had a guy case like this, only then the parental compulsion and social expectations were stronger.
So, you're not alone.:) And I would like to recommend Ryan Gosling in anything else, because he's a good guy, especially in the role of Oscar candidate in half Nelson.","en",0.995986759662628,"POSITIVE",0.03913,0.10669,0.12501,0.72917
"269","All right, sorry, I just saw the beginning, and that was totally titanic knockoff, but the end was really nice. =)","en",0.995297849178314,"POSITIVE",0.23347,0.00554,0.01854,0.74244
"270","SPOILER**
I think only the mother of the girl (Rachel McAdams) agreed to marry, and she only because she used to have an equally lost love. The groom's entrapment is also explained, because he says what he can do to keep the girl with him, he lists how he could beat her and everything, but he wouldn't have the girl.","en",0.997668921947479,"NEUTRAL",0.00045,0.2254,0.75431,0.01985
"271","<U+1366>))))))))))))))))))))
Then I'm not so alone that I didn't like it.","en",0.998842895030975,"NEGATIVE",0.00032,0.67185,0.31105,0.01679
"272","I love love love movies, but it was such a cliché, it was indescribable. There is no such love. It's kind of good for girls or bored housewives to go on it.
[BLEEP] SPOILER!*
Suddenly the girl's parents go for it, and the girl's fiancé just tolerates things. Maybe it's because the guy's got a big house on the lake or something?
Almost all typical salivary elements are put inside. Poor boy, rich girl, parents' protest, parting, reunion, living happily ever after.
SPOILER!*
Pfffff! Look at English costumed love stories. Even the actors there are about 1,000 times better.","en",0.991723299026489,"NEGATIVE",0.35329,0.61243,0.00451,0.02977
"273","I watched it for the first time today (though I downloaded it a long time ago, but I heard so many good reviews that I had to watch it today) and I was very moved, by the end of the film I had already had a tear under me. It was a nice movie, I can recommend it to everyone who wants a beautiful and infinitely romantic movie!
10/10","en",0.996746957302094,"POSITIVE",4e-05,4e-05,0.00024,0.99967
"274","Well, I don't know... for me, the exact parts that are annoying to you are the climaxes... geena rowlands gives me cold, terribly uncredible, and it gives a very bad performance in this movie... I had to suppress the “old” parts... :S me r.g and r.m was the top. FOR ME!","en",0.992408812046051,"NEGATIVE",0.00581,0.9905,0.00139,0.00229
"275","Yeah, it's a very tearful story with the usual thing to say. The characters are beautiful, the location, and most of all you can really experience. Ryan Gosling's game is so credible, I got my eyes stuck on it, like I'm the only one whose feelings he talks about. 
The film was fine in your work. 10/10","en",0.996671080589294,"POSITIVE",0.00022,0.00048,0.00036,0.99894
"276","How not kitschy??? If I had to mention an example of a kitsch scene in movies, I would be one of the first to think of the end of this cinema. My syrup meter was completely ruined by the last sequence, and it freaked out, even though, in anticipation of the concentrated sugar attack, I “switched” myself to the highest tolerance effect at the beginning of the film...
However, it is a beautiful, touching film, but I would not be able to see the end again... Yay!","en",0.994688451290131,"MIXED",0.89766,0.07917,0.00063,0.02254
"277","When my girlfriend first recommended me to look at it, I wasn't very enthusiastic. I wasn't into love movies, but it became my favorite! The story, the locations, the actors! Everything's down! I was most fond of actors, and I read them - they did not like each other during the shooting and this made them even more great for me, because they do not come off the film at all! Me 10/10
If you haven't seen it, be sure to check it.","en",0.997706592082977,"POSITIVE",0.02219,0.00465,0.00086,0.9723
"278","The best and most beautiful romantic movie of all time. I liked it very, very much... I recommend it to everyone. It's beautiful...","en",0.993957340717316,"POSITIVE",5e-05,2e-05,0.00015,0.99978
"279","It's the best movie I've ever seen. It's not kitschy, it's not ordinary, it's realistic, yet it's touching. You have to see this. 10/10","en",0.996215045452118,"POSITIVE",4e-05,4e-05,0.00016,0.99976
"280","Sweet angel, I totally agree with you on this and imagine, I succeed/manage to experience a love of the same intensity, just like that. One minute we laughed, played, the next we insulted each other:))) Speaking of the two young characters: Ryan Gosling and Rachel McAdams really fell in love they fell with each other after the filming and for years there were a couple:) I think the attraction formed in them already during the film, they are so credible;)","en",0.9972785115242,"POSITIVE",0.00019,0.00049,0.00515,0.99417
"281","I just saw the movie. One of my acquaintances recommended it. I can't believe he just reached me...: (Wonderfully beautiful, beautiful love story! Rachel is so amazingly “in love” that one falls in love with love seeing her play and wants to experience that deep, crazy, wild and passionate love. That is: to live only for love..: (?)","en",0.993602752685547,"POSITIVE",6e-05,8e-05,4e-04,0.99946
"282","Perhaps this post is the one that best summarizes what I (too) feel about the film.
Wonderfully beautiful love story. It's the most beautiful thing I've ever seen. I'm not the type to cry at the end of movies, but I made that easy. Every minute of the film is full of emotions. Great. Very good.","en",0.995457112789154,"POSITIVE",0.00017,6e-05,0.00033,0.99944
"283","I like this film because they somehow managed to solve it so that instead of eternal kitsch, they could show the greatness and sincerity of their love with lifelike moments. Snow-white carriage, drinkI love you, and instead of the other cheesy scum, they included attributes, scenes, moves, that makes man know of his own life, his memories, his quarreling and unquenchable love, that's what makes him so touching.","en",0.99437427520752,"POSITIVE",5e-05,6e-05,0.00056,0.99933
"284","If you write about the movie “boring, “I can't understand...I think it was really exciting, in its kind, not to mention a beautiful story, a great acting performance... and the music speaks for itself in the boat part! I loved it. It's beautiful how they opened up to each other again at that part.","en",0.997368991374969,"POSITIVE",0.00151,4e-05,3e-04,0.99815
"285","Unfortunately, I have to tell you the truth. I, who also likes romantic films well, and who also lists Jane Austen adaptations among his favorites, found it good first, less, and annoying the third. Maybe that's what love is like, maybe not, but this is the soap opera story where there is hardly a substantive conflict, i.e. beyond the fact that the girl has a hard time giving in, because in the beginning it is important to her social rank, let's face it - it didn't really work for me. 
It was like having a glimpse of Rachel McAdams and Ryan Gosling's personal life for over two hours. James Garner and Gena Rowlands are deeply respected, both of them are incredible great actors, and the highlights of the film are attached to them, and this film is made by Gena's son, so on the one hand it is no coincidence that he is included in it, and on the other hand it was a good choice, for me they were the ACTORTS in this film. Rachel McAdams is a lady still waiting to be proven to me (although I haven't seen Sherlock Holmes yet) and Ryan Gosling at Half Nelson if you want to know what kind of actor he is. No one will.
I would change the P.S. I love you in parallel that I don't know how pretentious that film is, but on the one hand, the book is better, and on the other hand, if it is not placed in the director's hand, it could have been better, and it should be acknowledged that Hilary Swank is simply not suitable for comedy, but romantic film especially not. His dramatic face is good for him (although I was not fainted at the Million Dollar Baby, even though I love Eastwood and Morgan Freeman), in all other genres it is very weak and his early films prove it. I think he figured that out too, because I haven't seen him in anything like this since, and he doesn't even have that kind of film in preparation. If he's smart, he won't be.","en",0.994519472122192,"NEGATIVE",0.04522,0.95042,0.00214,0.00223
"286","I didn't like this movie, I think it's very pretentious, just like P.S. I Love You. It's not enough for me that a movie is about love, if it's a romantic movie, then it should be humor, artistic elements or something else to say or whatever, because “oh, we love each other “doesn't bother me for two hours alone. films rather represent a romantic love ideal than a real feeling, if it were about the latter, it could be interesting in itself.","en",0.996405482292175,"NEGATIVE",0.06349,0.91837,0.00439,0.01375
"287","I already watched it a couple of times!!!:) I love this movie!! I just had the feeling that they didn't show me when she got sick, not even the wedding. But the movie is really great!!:)","en",0.99810928106308,"POSITIVE",0.00015,3e-05,8e-05,0.99974
"288","If a movie can show what love is, then it succeeded! It's just wonderful! Obligatory to emotional people. 10/10","en",0.99652773141861,"POSITIVE",0.00017,0.00016,0.00207,0.9976
"289","Ever since I saw my favorite movie, it's just a beautiful story. I love it:) I've never seen such a movie that has affected me so much!!
10/10","en",0.996039152145386,"POSITIVE",1e-04,1e-04,0.00011,0.9997
"290","I don't know what to say. This film was the most wonderful experience of my life. It would be a mistake to miss it. I love it. The most beautiful film in the world, with beautiful, pure feelings. There's no other thing in the world. It's clear how many points I give.","en",0.995552659034729,"POSITIVE",0.00086,7e-05,0.00052,0.99856
"291","I can't add much to it, you have to look at this! Go to 10 points!:)","en",0.999181687831879,"POSITIVE",0.00154,0.01166,0.09435,0.89245
"292","That was nice<U+1366>)
There are few films on which I cry “girly” and admittedly, but this was able to<U+1366>)","en",0.996116161346436,"POSITIVE",0.05411,0.00058,0.00387,0.94144
"293","I ran into this movie yesterday, and then I watched it early in the night. 10/10.
His story was familiar before viewing it (even though I did not read the novel, only remembered the text), and since I knew Reader's Digest thanks to a selection of “A Walk to Remember”, I quickly looked to see if it was among them. Yes, it was published as “Book of Memories.”
Although, in principle, yesterday I wrote to “Walk into the past” that I would not have time to read it, I finished the book in two hours, because I was very curious about how faithful the adaptation was. In the case of the “Christmas Angel, the longest way/walk into the past”, I read the story twice before the film, and I must say that the director almost completely squeezed out the story, made changes in the character of the characters, and on the main, important points he changed the story.
However, after reading the book today, I have to say that the director of “The Notebook” paid due respect to the work, made almost minimal changes to the story (which do not change anything at all), but not the characters.
I can only congratulate him, he also depicted his passion with sufficient delicacy and without passing into syrups. Maybe in the novel, it was a little more subdued, but in the film, it's not gonna blow it.
In the case of “Walk to Remember” this can no longer be said about the director there —he received only a 5 rating because of the novel-, he passed on the other side of the horse, in a visual representation as well. Moreover, he made the mistake of moving too closely with trends, sacrificing what has to be said on the “altar” of making money.
I don't know Sparks's work, only those two novels, and I don't read romantic stories anyway, so I have no reference to how much it stands out from the horizon of “love” literature. On the other hand, I can tell from these two stories that on the one hand he believes deeply in God and is eternal, in one love. Perhaps this is why in these two novels he used the remembrance of old age, and even, to avoid the impatience of the present time, put back the tales of the past a few decades.
In any case, one of the, if not the best, love stories I could see and read (of course, the book does not surpass “A Walk to Remembert”).
Last but not least, I could fall in love with Rachel McAdams, too.","en",0.995685636997223,"POSITIVE",0.13672,0.07458,0.07704,0.71165
"294","I've seen it for the sixth time, but I can never get enough of it. This film is tearfully beautiful. I always cry and think about it. It's full of emotions on such a level that it's inexpressible. It makes you richer. This is the nicest thing ever... It is not by chance that it became my only favorite!:) I can recommend it to everyone. And Ryan and Rachael's performance is fantastic. Ever since I saw this movie, I've been drooling on all the other movies they play in:)","en",0.997299134731293,"POSITIVE",9e-05,0.00014,0.00011,0.99966
"295","This romantic movie is great. I bought the book for myself. But the book is much better.:)","en",0.991708934307098,"POSITIVE",0.00117,0.00014,0.00022,0.99847
"296","I saw this film in 2005, after seeing the MTV Movie Awards and the film won the “The Best Kiss” scene (when they kiss in the rain after boating), so no wonder she won it. movie and I loved it!:) I think I have to watch it every year.:))) Nicholas Sparks always writes beautiful, beautiful, romantic novels (e.g.: Walk into the past, Night on the beach, etc.) I can only recommend these films to everyone, but the pages of our Love carry the cake!:) 
I saw the one who said it...Whoever did not cry, and others.. :S:D Yes, only one word—>insensitive! :D Anyone who is obviously not romantic, sensitive is not impressionable in the film so much. And I can only laugh at this one who wrote that it's a crappy ending, because there is no such thing as a fairy tale that they die together. Oh, my God, there are so many (more successful) films and renowned directors who made such a crappy movie and what was in it or the way it ended is not even in the fairy tale. I think it's a beautiful story, and yes there are miracles, you can really call it that. (It was released on HBO in a version that the part was cut out when the nurse found the old people in bed in the morning. Obviously, the viewer does not assume that they would die together that night... maybe those who didn't like this part should have seen it that way, because then he wouldn't have been able to do anything.)
Clearly 10/10!!!!!!!!","en",0.997069001197815,"POSITIVE",8e-04,0.00037,0.00305,0.99578
"297","I didn't like it that much either. The two old people were very sweet, but the rest of the movie was boring and cliché... I expected more on the basis of the comments, but it became a completely “ordinary” film... Pity.
5/10","en",0.996244251728058,"NEGATIVE",0.18942,0.80719,9e-04,0.00249
"298","<U+1366>) They played the love couple so well that even they believed<U+1366>) (since the filming of the film, they form a couple)
It's a very nice movie. 
SPOILER!!!!
This shows exactly the case where chemistry works perfectly between two people. If they are separated, and they meet again years later, they will end up in each other's arms.And old age Noah/Fin... I know it wasn't the same character who played the character, but still, somehow, his enthusiasm for Allie felt the same...","en",0.996902048587799,"POSITIVE",0.00019,0.00048,0.00084,0.99849
"299","I'm not insensitive, and my lacrimal gland is working perfectly. For me, this film is too corny, and the main lady's play (at least in the beginning) is infinitely irritating. I really didn't like it. (Just not to praise everyone. <U+1366>P)","en",0.993378877639771,"NEGATIVE",0.26663,0.72936,0.00048,0.00353
"300","I haven't seen the movie yet, but it's very praised. Reading the table of contents, I have the smell of “Endless love”...","en",0.994394481182098,"POSITIVE",0.00017,0.00253,0.02275,0.97455
"301","It's a beautiful film with a really touching story, the characters are perfect, Mcadams and Cosling really fit together, they played the lovers with their hats off in front of them. Even what I really liked was the game of Gena Rowlands and James Garner.","en",0.993093907833099,"POSITIVE",3e-05,2e-05,0.00016,0.99978
"302","It's a fantastic story from start to finish. The speakers before me told me everything, so I can only add that unfortunately I can not give more than 10 points.","en",0.99601674079895,"POSITIVE",0.27048,0.00125,0.00051,0.72776
"303","it is good to see this film, regardless of gender, I am successful at no 1!I watch a movie max 2 times but it's not boring 6 times:))","en",0.993665039539337,"POSITIVE",0.00104,0.00037,0.00088,0.99771
"304","We dream our deepest desires in these beautiful stories, they take us with them and take us out of reality for a few hours, and we smile, we cry at the same time... we believe that all this can happen to us, maybe yes, yes, maybe yes... If we can't even dream, hope or longing, then life ends... I recommend it to everyone! 11/10:)","en",0.997018158435822,"POSITIVE",0.00016,6e-05,0.00396,0.99581
"305","this film is based on the book of Nicholas Sparks Love Cards, which I know has a second volume, which is called The wedding, I don't know if it appeared on m.o... the point is the life between allie and, although it's about how they got married, became allie sick etc...","en",0.998410940170288,"NEUTRAL",0.00017,0.05493,0.935,0.0099
"306","Yeah, that's what I think. They could have shown you a little bit of their lives.","en",0.999372482299805,"NEUTRAL",0.05173,0.14531,0.55154,0.25142
"307","I would like to believe that there is such love, and I will find the real one:)","en",0.99906200170517,"POSITIVE",0.00034,0.00045,0.0057,0.99351
"308","Well, I really liked the beginning and the middle of the movie, but the end was crappy. I was excited about what was going to happen (let's say it was a little knowable), waiting for the big miracle, and when she came back with the suitcase, they showed me when she died. There could have been something between him, because it didn't end for the best!","en",0.998266398906708,"MIXED",0.91359,0.0791,8e-04,0.00651
"309","It's a great movie. I would like to believe that there is such love in life!:) and it's like walking in the past!","en",0.998823344707489,"POSITIVE",0.00023,8e-05,0.00036,0.99932
"310","This film.I can't put it into words.. this is not possible. I haven't seen it better than that.:) Many people may not like it, but one thing is sure it's worth watching.","en",0.996925354003906,"NEGATIVE",0.23945,0.44212,0.02538,0.29306
"311","Why would it be so wrong? There's nothing wrong with that.
I got sick of the movie from the beginning, when the main character just squeaked a bunch of... Could be synchronously better, I looked original. <U+1366>P It did not work out. X-)","en",0.996641159057617,"MIXED",0.64003,0.33317,0.0036,0.0232
"312","Wow, there's a big problem who didn't like this movie, especially if it's a woman:)) Now it's come off!","en",0.997884392738342,"NEGATIVE",0.46423,0.49563,0.0186,0.02154
"313","I liked the end the most. Not only did they stop telling the stories of two people, as they do in most films, but they led them all the way to death. I mean, it's true in life.Anyway, the rest of it is, after all, a simple love story, nothing special, but it ends MAGORY.
My grandparents' lives were similar...","en",0.996662497520447,"MIXED",0.527,0.03746,0.00238,0.43317
"314","Well, I've seen it all along. I withdraw the “something terrible” indicator, despite this, the film still couldn't roll down. It's too meowy, dribbling, sentimental for me. I am not a heartless man, but if a person is a sensitive soul, I am; but I could not be moved by this. But those who liked it liked it. Not for me.<U+1366>)","en",0.995832443237305,"MIXED",0.92257,0.06745,0.00149,0.00849
"315","I've seen 2/3 of the movie, but it's horrible. The woman and I climb the wall...","en",0.99844878911972,"NEGATIVE",0.00384,0.99369,0.00176,0.00072
"316","It was really nice and everything but:
SPOILER—>
I didn't really like the end. There's no way that two people should die at the same time.
SPOILRE OVER
otherwise 10/8 but really good movie","en",0.994627475738525,"MIXED",0.95181,0.01834,0.00077,0.02909
"317","A special merit is that in many situations it shows very positive behavioral patterns, and the people of today have something to learn from these scenes. 
Another interesting thing to me is that I was in love with the uninteresting girl appearing at the beginning of the film at the third of the story.:O Great experience all the excitement, desperation and joy of the male main character. I don't know how the filmmakers could create this...
In any case, I congratulate you for this great work!","en",0.995900869369507,"POSITIVE",5e-05,6e-05,0.00058,0.99931
"318","Overall, I do not like the film, the basic story itself is very good, the playing of the characters is excellent, the visual implementation is appropriate, but the way through the story is dragged, slow, because basically the story is extremely simple and I don't think it can be interesting for more than two hours to present. Therefore, I scored it to 6 out of 10 points, but this is my opinion, while in the 374 comments before me, everyone has overrated it.","en",0.995333671569824,"MIXED",0.99275,0.00627,7e-05,0.00091
"319","This movie is incredible how good it is. It grasps people so much when they simply don't want to stand up as they go:P That's when you think about your own life ISXD I'm sure I'll watch it again after time because this movie is not the “once watch” category:) it is fixed. 10/10","en",0.997272193431854,"POSITIVE",1e-04,0.00014,0.00039,0.99937
"320","It is not flawless, but it is beautifully built.Touching, emotional and sincere story.I liked it!","en",0.993821918964386,"POSITIVE",0.00159,3e-05,0.00027,0.99811
"321","Seriously, is there anyone who doesn't have this movie? I do not think, or only a few.","en",0.998537838459015,"NEGATIVE",0.21318,0.42694,0.31048,0.0494
"322","I'm not a great romantic movie viewer, but I always like to look at such stories that take place in the 30-40-50s..","en",0.997448146343231,"MIXED",0.72423,0.03429,0.11493,0.12656
"323","The most beautiful movie ever! The story itself is delightful. ^^","en",0.991385042667389,"POSITIVE",6e-05,3e-05,0.00037,0.99954
"324","I like it as it is and the synchronization!...:)
But not with a beard so much, her face is so different.
(But somehow it had to be aged for a few years in the film.)","en",0.99820864200592,"MIXED",0.80902,0.00047,0.00095,0.18957
"325","I like it, too, though not just the eyes, but the whole guy. He looked good, even with a beard. ;)","en",0.998806536197662,"POSITIVE",0.00114,8e-05,0.00322,0.99556
"326","I like Gosling's eyes too.:) He plays very well here, too, in other films.","en",0.997526109218597,"POSITIVE",0.00016,0.00028,0.0078,0.99177
"327","I've seen this movie for the first time yesterday!I sat in front of the TV, and I got caught up!It's just a beautiful movie.","en",0.998227834701538,"POSITIVE",3e-05,8e-05,0.00044,0.99945
"328","For the eyes of female characters. I'm not a fan. (Because I'm a woman, I mean). If you like the eyes of a woman, I would say, “You have beautiful eyes.
Because if I meant a chick before, they'd think I had an oblique tendency.
Of course I'm talking about the guy:DDD
I hope it was understandable:)","en",0.9961878657341,"MIXED",0.49695,0.36512,0.07037,0.06756
"329","Who was (besides me) totally into the coward eyes of the character? :D (I haven't seen it in a movie, but I think it's very good!:))
I totally agree with the people who liked it.
Some of you have written things that you might not dare to say...
You have to see this. 10/10","en",0.998124301433563,"POSITIVE",0.00035,0.00041,0.00231,0.99694
"330","I accidentally turned on the TV when it started, and I couldn't leave it there. I really liked it, but I'm sorry they cut it so much. I've never heard of this film, but I can only thank fate for bringing it to me.:) We are just before the wedding, so this little romance was great.","en",0.997427821159363,"POSITIVE",0.03051,0.0023,0.00123,0.96597
"331","I'm glad that this forum.Vlaki wrote that Ryan and Rachel are together, they really got together on the set, they were together for years, but they broke up. McAdams had broken up with another guy since then.
And I missed the beginning and the end of the film, but it's okay, I like the middle of it the best way. It would be nice if RTL would give it more often.","en",0.997460186481476,"POSITIVE",0.39889,0.02247,0.01984,0.5588
"332","I fell for that stupid commercial, too, and I'm not looking at it anymore. I rarely see such a touching romantic movie. Did they die in the institute side by side??","en",0.995052337646484,"NEGATIVE",0.0647,0.69816,0.10366,0.13348
"333","Who wrote the book? I'm sure that must be very beautiful, too. I hope I can get it.
Thank you.","en",0.998273730278015,"POSITIVE",0.00915,0.00429,0.05835,0.92822
"334","Well, maybe it's me, but I wasn't so touched. It's a good love movie, but I was expecting more. I was told a lot about it too, and I thought that I would be all over it. I was a little disappointed: (","en",0.997734308242798,"NEGATIVE",0.43166,0.56318,0.00157,0.0036
"335","The movie was great, but why did you have to show the end separately, then you should have it in the middle of the movie, if you really need advertising.","en",0.997386157512665,"MIXED",0.98734,0.00545,0.00091,0.0063
"336","SPOILER
One of the cut-out scenes shows that he suffered from Alzheimer's.","en",0.992764592170715,"NEUTRAL",8e-05,0.22995,0.75287,0.0171
"337","That was so rude of RTL. 
They don't know what to do to get people to look at commercials anymore.
It was a wonderful movie, it's been a long time since I've seen something so beautiful!
It is a pity that I missed the beginning: (","en",0.996625304222107,"MIXED",0.8991,0.09429,0.00014,0.00647
"338","I don't usually watch romantic movies, but I'm watching this. I want to say I missed the last few minutes because I thought that was the end. I don't know what the point was if there was no advertising...","en",0.996760666370392,"POSITIVE",0.21991,0.12431,0.22367,0.43211
"339","Raise your hand if you care about that damn buffalo that made you hit the end of the movie!! 
Hrrrrrrr. 
:D","en",0.993781328201294,"NEGATIVE",0.25374,0.36402,0.10923,0.27302
"340","Well, I didn't understand the ending that way, based on what I saw on TV. 
Thanks for writing that. 
SPOILER 
I wouldn't have realized they were dead...","en",0.997656226158142,"MIXED",0.33538,0.20994,0.15353,0.30115
"341","I grew up in almost that kind of love, but unfortunately we didn't. He went out to another country, I stayed home, we have a family, but it's really hard to break away from the first true love. We keep in touch, it's a creepy feeling...","en",0.99844366312027,"MIXED",0.78836,0.08911,0.0393,0.08324
"342","The old man really was Noah, wasn't he?in the meantime, I couldn't fully pay attention.
By the way, beautiful film!!!","en",0.994470238685608,"POSITIVE",0.06109,0.04347,0.05799,0.83745
"343","Congratulations ertéelclub... it's a brilliant idea to put in a commercial before the last five minutes of the film... 
The end is that they die together. I just noticed that they were continuing, I thought they'd cut off the end... they'd put it out of them too.","en",0.994009137153625,"POSITIVE",0.09232,0.12042,0.00385,0.78341
"344","I'm not a fan of romantic movies, but that was really nice, and I got caught up. Great acting performance, and Rachel McAdams is beautiful. 10/10","en",0.994591653347015,"POSITIVE",0.02232,0.00021,0.0017,0.97577
"345","Well, this ad block was completely useless. Plus, they didn't even play it all along, it seemed so unfinished, so maybe because I just saw it...","en",0.996102571487427,"NEGATIVE",5e-05,0.99955,0.00026,0.00013
"346","Yeah, no. Continues. 
Well, this RTL will put in an ad for the last few minutes.","en",0.996051847934723,"NEGATIVE",0.00192,0.797,0.19205,0.00903
"347","I love this movie so much, it can always touch me. It's the most beautiful love movie I've ever seen.
The only thing that annoys me is that they never ring the bell on TV (or did I just not see it?). It's a thousand times better than ris-bad comedies.","en",0.996658146381378,"POSITIVE",0.01493,0.00014,8e-05,0.98486
"348","Yeah, he was senile. But that's it now? Over? O_O","en",0.998491764068604,"NEUTRAL",0.07766,0.18646,0.69615,0.03973
"349","Abe doesn't mention it because it's some kind of sick. I know because my grandmother is suffering from it, unfortunately.","en",0.997289538383484,"NEGATIVE",0.00233,0.89923,0.09684,0.00161
"350","Really beautiful film - in the classical sense of the word. I missed the first few minutes of the film, and now I don't know if I missed the beginning so much or at the end it turns out why the girl was under care, what happened to her?Or is it just the senility of old age?","en",0.99713546037674,"POSITIVE",0.00285,0.00071,0.00302,0.99342
"351","This movie is very good. I'm sorry, I'm not looking at it from the beginning... :S
I'm curious to see why it's going to be sad.
I just read, by the way, that the 2 main characters in life are also a couple.:)","en",0.996753454208374,"POSITIVE",0.05196,0.00217,0.00363,0.94224
"352","I have it in the form of a book, but it's called The Book of Memories.","en",0.999115228652954,"NEUTRAL",0.00183,0.02874,0.91321,0.05622
"353","It's a beautiful beautiful movie:) I loved it during a period that every Saturday I watched it for about 1 month or 2:D
<U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665><U+2665>","en",0.997625172138214,"POSITIVE",4e-05,3e-05,0.00022,0.99971
"354","I totally agree!
Did you see Gaby's “A Wonderful Life “last night? It's an amazingly beautiful movie. It is outrageous that it was also published at night: (
23:20, Wednesday (November 18), RTL Klub 
Gaby - A wonderful life 
(Gaby: The True Story) http://forum.port.hu/viewtopic.php?post_id=1650395#1650395","en",0.986810207366943,"POSITIVE",0.00281,0.00479,0.00564,0.98676
"355","I remember actually last time was noon gave the RTL, really interesting.","en",0.99275940656662,"POSITIVE",0.00208,0.01699,0.22701,0.75392
"356","this is a terribly good movie, perfectly written story, music also fits into every scene, and it really has a mood... much better than turning it into an afternoon movie on weekdays, I prefer to watch it as alien vs. predator, but it could be a Sunday night movie and at least it shouldn't be the rtlk has to cut and synchronize!!!!!","en",0.993574738502502,"POSITIVE",0.42978,0.00091,0.00045,0.56885
"357","I think also very nice film^^
I even watched it with my girlfriend, and I really liked it^^","en",0.996593177318573,"POSITIVE",3e-05,3e-05,0.00036,0.99958
"358","I am glad that there are so many positive reviews.:)","en",0.991276562213898,"POSITIVE",0.00035,0.00358,0.00879,0.98729
"359","Beautiful, crying, laughing, shuddling... now I can finally record it on DVD!","en",0.997622013092041,"POSITIVE",3e-05,0.00036,0.00065,0.99896
"360","I'm glad to re-run the RTL, I hope I don't miss it.","en",0.996231496334076,"POSITIVE",0.00276,0.00261,0.00998,0.98465
"361","I'm very interested. I went after him last year, wanted to buy it on DVD, but I couldn't find it anywhere.
It will be on TV next week, but of course at a time when I can't watch it, by the way, not even by chance on hbo, where I would repeat..: (","en",0.997250258922577,"NEGATIVE",0.06219,0.92039,0.00835,0.00906
"362","It's a fantastic movie, I think it's the best I've ever seen. I can only recommend it to everyone!","en",0.99524462223053,"POSITIVE",0.00059,0.00012,7e-05,0.99922
